Departure,Return,Departure station id,Departure station name,Return station id,Return station name,Covered distance (m),Duration (sec.)
2021-05-31T22:19:36,2021-05-31T22:27:36,647,Lystimäki,575,Tontunmäentie,1609,475
2021-05-31T22:19:32,2021-05-31T22:34:34,62,Välimerenkatu,82,Töölöntulli,3867,897
2021-05-31T22:19:07,2021-05-31T22:21:15,231,Siltavoudintie,229,Käskynhaltijantie,426,123
2021-05-31T22:18:58,2021-05-31T22:21:13,571,Tapiolan urheilupuisto,573,Urheilupuisto (M),628,130
2021-05-31T22:18:27,2021-05-31T22:31:35,76,Olympiastadion,121,Vilhonvuorenkatu,2521,783
2021-05-31T22:18:15,2021-05-31T22:26:49,17,Varsapuistikko,36,Apollonkatu,2037,510
2021-05-31T22:17:56,2021-05-31T22:25:04,46,Diakoniapuisto,115,Venttiilikuja,996,423
2021-05-31T22:17:44,2021-05-31T22:24:07,56,Luoteisväylä,57,Lauttasaaren ostoskeskus,1557,381
2021-05-31T22:17:35,2021-05-31T22:47:51,46,Diakoniapuisto,103,Vihdintie,6250,1812
2021-05-31T22:17:31,2021-05-31T22:22:56,731,Leppävaarankäytävä,763,Kalkkipellonmäki,1152,326
2021-05-31T22:17:22,2021-05-31T22:24:27,32,Eläinmuseo,38,Töölöntori,1065,421
2021-05-31T22:17:12,2021-05-31T22:27:02,32,Eläinmuseo,62,Välimerenkatu,2095,585
2021-05-31T22:17:00,2021-05-31T22:41:46,3,Kapteeninpuistikko,65,Hernesaarenranta,3130,1478
2021-05-31T22:16:47,2021-05-31T22:24:44,70,Sammonpuistikko,161,Eteläesplanadi,1829,470
2021-05-31T22:16:32,2021-05-31T22:43:23,1,Kaivopuisto,122,Lintulahdenkatu,5176,1607
2021-05-31T22:16:17,2021-05-31T22:32:19,86,Kuusitie,113,Pasilan asema,2781,957
2021-05-31T22:16:13,2021-05-31T22:43:22,1,Kaivopuisto,122,Lintulahdenkatu,5186,1625
2021-05-31T22:16:11,2021-05-31T22:33:56,86,Kuusitie,118,Fleminginkatu,3612,1059
2021-05-31T22:15:57,2021-05-31T22:21:10,543,Otaranta,541,"Aalto-yliopisto (M), Korkeakouluaukio",1031,308
2021-05-31T22:15:46,2021-05-31T22:21:52,202,Merihaka,17,Varsapuistikko,1646,365
2021-05-31T22:15:26,2021-05-31T22:26:19,76,Olympiastadion,162,Leppäsuonaukio,2405,649
2021-05-31T22:15:18,2021-05-31T22:20:13,69,Kalevankatu,30,Itämerentori,1053,290
2021-05-31T22:15:16,2021-05-31T22:27:07,142,Koskelantie,122,Lintulahdenkatu,3504,708
2021-05-31T22:15:09,2021-05-31T22:38:49,142,Koskelantie,99,Muusantori,5766,1416
2021-05-31T22:14:48,2021-05-31T22:26:03,41,Ympyrätalo,116,Linnanmäki,1596,671
2021-05-31T22:13:56,2021-05-31T23:42:42,635,Kuunkatu,615,Tiistiläntie,2360,5321
2021-05-31T22:13:45,2021-05-31T22:34:06,96,Huopalahdentie,62,Välimerenkatu,5742,1223
2021-05-31T22:13:39,2021-05-31T22:35:45,613,Matinkyläntie,581,Niittykumpu (M),3712,1322
2021-05-31T22:13:25,2021-05-31T22:27:12,84,Paciuksenkatu,111,Esterinportti,2372,822
2021-05-31T22:13:13,2021-05-31T22:31:45,84,Paciuksenkatu,41,Ympyrätalo,3581,1113
2021-05-31T22:12:45,2021-05-31T22:27:58,80,Jäähalli,87,Kustaankatu,2701,908
2021-05-31T22:12:42,2021-05-31T22:35:28,92,Saunalahdentie,38,Töölöntori,4032,1360
2021-05-31T22:12:31,2021-06-01T00:51:34,64,Tyynenmerenkatu,109,Hertanmäenkatu,7481,9540
2021-05-31T22:12:19,2021-05-31T22:20:50,142,Koskelantie,138,Arabiankatu,2215,507
2021-05-31T22:12:03,2021-05-31T22:28:00,84,Paciuksenkatu,38,Töölöntori,2054,952
2021-05-31T22:12:01,2021-05-31T22:17:33,84,Paciuksenkatu,95,Munkkiniemen aukio,1100,329
2021-05-31T22:11:40,2021-05-31T22:35:00,124,Isoisänsilta,95,Munkkiniemen aukio,5952,1394
2021-05-31T22:11:14,2021-05-31T22:27:40,5,Sepänkatu,36,Apollonkatu,2960,982
2021-05-31T22:11:11,2021-05-31T22:18:07,80,Jäähalli,89,Tilkanvierto,1682,412
2021-05-31T22:10:59,2021-05-31T22:32:13,5,Sepänkatu,81,Stenbäckinkatu,4423,1272
2021-05-31T22:10:58,2021-05-31T22:40:47,579,Niittymaa,645,Piispankallio,6373,1786
2021-05-31T22:10:54,2021-05-31T22:32:54,126,Kalasatama (M),124,Isoisänsilta,4234,1319
2021-05-31T22:10:34,2021-05-31T22:27:50,1,Kaivopuisto,37,Töölönkatu,3510,1033
2021-05-31T22:10:23,2021-05-31T22:28:21,72,Eteläinen Hesperiankatu,75,Korjaamo,1372,1073
2021-05-31T22:10:12,2021-05-31T22:31:24,243,Mustikkamaa,45,Brahen kenttä,3959,1268
2021-05-31T22:10:04,2021-05-31T22:17:20,32,Eläinmuseo,4,Viiskulma,1635,432
2021-05-31T22:09:38,2021-05-31T22:11:20,39,Ooppera,76,Olympiastadion,261,98
2021-05-31T22:09:38,2021-05-31T22:32:37,639,Itäportti,639,Itäportti,4894,1375
2021-05-31T22:09:13,2021-05-31T22:18:30,220,Ida Aalbergin tie,211,Haagan tori,2681,556
2021-05-31T22:09:06,2021-05-31T22:26:44,41,Ympyrätalo,121,Vilhonvuorenkatu,2029,1053
2021-05-31T22:08:59,2021-05-31T22:30:04,611,Matinkartanontie,517,Länsituuli,4744,1264
2021-05-31T22:08:43,2021-05-31T22:15:04,723,Säterinniitty,727,Ratsutori,929,376
2021-05-31T22:08:32,2021-05-31T22:16:54,24,Mannerheimintie,48,Mastokatu,1841,497
2021-05-31T22:08:24,2021-05-31T22:16:08,12,Kanavaranta,3,Kapteeninpuistikko,1927,459
2021-05-31T22:08:23,2021-05-31T22:48:12,543,Otaranta,543,Otaranta,7541,2385
2021-05-31T22:08:17,2021-05-31T22:25:55,121,Vilhonvuorenkatu,12,Kanavaranta,2630,1053
2021-05-31T22:08:03,2021-05-31T22:26:23,70,Sammonpuistikko,53,Heikkiläntie,3455,1095
2021-05-31T22:07:49,2021-05-31T22:14:42,32,Eläinmuseo,10,Kasarmitori,1429,409
2021-05-31T22:07:47,2021-05-31T22:26:50,70,Sammonpuistikko,53,Heikkiläntie,3432,1138
2021-05-31T22:07:32,2021-06-01T09:05:26,127,Teurastamo,65,Hernesaarenranta,5584,39469
2021-05-31T22:06:59,2021-05-31T22:15:49,79,Uimastadion,109,Hertanmäenkatu,1854,523
2021-05-31T22:06:55,2021-05-31T22:11:33,713,Upseerinkatu,711,Kirjurinkuja,727,278
2021-05-31T22:06:51,2021-05-31T22:22:50,221,Thalianaukio,761,Mäkkylän asema,4206,955
2021-05-31T22:06:45,2021-05-31T22:18:20,108,Radiokatu,103,Vihdintie,2284,691
2021-05-31T22:06:35,2021-05-31T22:09:47,900,Orionintie,573,Urheilupuisto (M),859,187
2021-05-31T22:06:25,2021-05-31T22:14:15,203,Opastinsilta,110,Maistraatintori,961,466
2021-05-31T22:06:15,2021-05-31T22:18:32,214,Valimon asema,89,Tilkanvierto,3363,733
2021-05-31T22:06:11,2021-05-31T22:18:44,335,Kurkimäentie,240,Viikin normaalikoulu,3009,750
2021-05-31T22:05:41,2021-05-31T22:11:25,69,Kalevankatu,36,Apollonkatu,1315,339
2021-05-31T22:04:58,2021-05-31T22:10:13,162,Leppäsuonaukio,36,Apollonkatu,939,310
2021-05-31T22:04:49,2021-05-31T22:14:35,292,Koskelan varikko,128,Päijänteentie,2327,582
2021-05-31T22:04:43,2021-05-31T22:10:50,206,Ruskeasuon varikko,96,Huopalahdentie,1549,363
2021-05-31T22:04:41,2021-05-31T22:11:15,220,Ida Aalbergin tie,213,Huopalahden asema,1698,393
2021-05-31T22:04:18,2021-05-31T22:28:13,240,Viikin normaalikoulu,137,Arabian kauppakeskus,5313,1434
2021-05-31T22:04:07,2021-05-31T22:28:09,204,A.I. Virtasen aukio,370,Rapakiventie,5784,1437
2021-05-31T22:03:42,2021-05-31T22:11:59,589,Haukilahdenranta,627,Piispansilta,2174,496
2021-05-31T22:03:39,2021-05-31T22:20:32,4,Viiskulma,203,Opastinsilta,5205,1009
2021-05-31T22:03:37,2021-05-31T22:15:17,1,Kaivopuisto,12,Kanavaranta,2650,696
2021-05-31T22:03:24,2021-05-31T22:13:41,30,Itämerentori,17,Varsapuistikko,2801,613
2021-05-31T22:02:59,2021-05-31T22:15:01,543,Otaranta,518,Tuulimäki,2601,718
2021-05-31T22:02:43,2021-05-31T22:14:01,25,Narinkka,31,Marian sairaala,1294,673
2021-05-31T22:02:37,2021-05-31T22:08:56,123,Näkinsilta,44,Sörnäinen (M),1522,378
2021-05-31T22:02:20,2021-06-01T00:34:45,64,Tyynenmerenkatu,64,Tyynenmerenkatu,2866,9142
2021-05-31T22:02:18,2021-05-31T22:16:42,126,Kalasatama (M),139,Muotoilijankatu,3030,859
2021-05-31T22:02:10,2021-05-31T22:09:04,126,Kalasatama (M),134,Haukilahdenkatu,1474,409
2021-05-31T22:02:01,2021-05-31T22:19:29,120,Mäkelänkatu,44,Sörnäinen (M),3532,1044
2021-05-31T22:01:59,2021-05-31T22:20:55,60,Kaapelitehdas,22,Rautatientori / länsi,3368,1134
2021-05-31T22:01:56,2021-05-31T22:18:50,18,Porthania,15,Ritarikatu,2732,1014
2021-05-31T22:01:45,2021-05-31T22:08:01,33,Kauppakorkeakoulu,37,Töölönkatu,1076,371
2021-05-31T22:01:37,2021-05-31T22:17:21,92,Saunalahdentie,56,Luoteisväylä,4069,940
2021-05-31T22:01:32,2021-05-31T22:06:06,519,Tapionaukio,527,Otsolahti,802,269
2021-05-31T22:01:22,2021-05-31T22:01:33,60,Kaapelitehdas,60,Kaapelitehdas,0,9
2021-05-31T22:01:12,2021-05-31T22:07:24,62,Välimerenkatu,69,Kalevankatu,1116,367
2021-05-31T22:01:11,2021-05-31T22:07:28,62,Välimerenkatu,69,Kalevankatu,1119,373
2021-05-31T22:01:08,2021-05-31T22:06:08,227,Kylävoudintie,232,Oulunkylän asema,1047,296
2021-05-31T22:00:54,2021-05-31T22:08:53,135,Velodrominrinne,133,Paavalinpuisto,1446,478
2021-05-31T22:00:18,2021-05-31T22:09:20,64,Tyynenmerenkatu,21,Töölönlahdenkatu,2444,541
2021-05-31T22:00:14,2021-05-31T22:15:22,216,Jännetie,208,Valimotie,3747,904
2021-05-31T22:00:12,2021-05-31T22:13:43,571,Tapiolan urheilupuisto,559,Pohjankulma,2356,807
2021-05-31T22:00:12,2021-05-31T22:03:14,17,Varsapuistikko,16,Liisanpuistikko,723,181
2021-05-31T22:00:06,2021-05-31T22:29:02,94,Laajalahden aukio,94,Laajalahden aukio,4130,1735
2021-05-31T21:59:52,2021-05-31T22:07:17,161,Eteläesplanadi,2,Laivasillankatu,1045,441
2021-05-31T21:59:31,2021-05-31T22:00:09,1,Kaivopuisto,1,Kaivopuisto,2,34
2021-05-31T21:59:28,2021-05-31T22:20:29,72,Eteläinen Hesperiankatu,143,Kuikkarinne,4406,1255
2021-05-31T21:58:58,2021-05-31T22:08:46,114,Ratapihantie,37,Töölönkatu,2597,583
2021-05-31T21:58:57,2021-05-31T22:09:03,735,Mestarinkatu,727,Ratsutori,1216,604
2021-05-31T21:58:41,2021-05-31T22:07:17,651,Suurpellonaukio,581,Niittykumpu (M),2317,512
2021-05-31T21:58:39,2021-05-31T22:03:12,4,Viiskulma,26,Kamppi (M),998,269
2021-05-31T21:58:28,2021-05-31T22:09:04,735,Mestarinkatu,727,Ratsutori,1186,631
2021-05-31T21:58:26,2021-05-31T22:08:51,82,Töölöntulli,45,Brahen kenttä,2617,625
2021-05-31T21:58:26,2021-05-31T22:02:08,735,Mestarinkatu,737,Muurarinkuja,759,217
2021-05-31T21:58:19,2021-05-31T22:07:44,70,Sammonpuistikko,61,Länsisatamankatu,2421,564
2021-05-31T21:58:14,2021-05-31T22:10:49,72,Eteläinen Hesperiankatu,54,Gyldenintie,3791,750
2021-05-31T21:58:01,2021-05-31T22:17:35,116,Linnanmäki,46,Diakoniapuisto,2197,1169
2021-05-31T21:58:00,2021-05-31T22:09:39,370,Rapakiventie,240,Viikin normaalikoulu,2423,697
2021-05-31T21:57:55,2021-05-31T22:11:12,26,Kamppi (M),3,Kapteeninpuistikko,1621,792
2021-05-31T21:57:54,2021-05-31T22:05:30,114,Ratapihantie,129,Pernajantie,1406,451
2021-05-31T21:57:22,2021-05-31T22:23:33,212,Tunnelitie,95,Munkkiniemen aukio,5452,1567
2021-05-31T21:57:15,2021-05-31T22:09:03,69,Kalevankatu,39,Ooppera,2403,703
2021-05-31T21:57:14,2021-05-31T22:09:53,31,Marian sairaala,38,Töölöntori,1805,753
2021-05-31T21:57:09,2021-05-31T22:03:39,26,Kamppi (M),4,Viiskulma,1253,386
2021-05-31T21:56:48,2021-05-31T22:08:38,22,Rautatientori / länsi,61,Länsisatamankatu,2795,709
2021-05-31T21:56:38,2021-05-31T22:00:47,126,Kalasatama (M),121,Vilhonvuorenkatu,637,245
2021-05-31T21:56:33,2021-05-31T21:56:54,69,Kalevankatu,69,Kalevankatu,0,16
2021-05-31T21:56:27,2021-05-31T22:14:34,44,Sörnäinen (M),107,Tenholantie,4653,1082
2021-05-31T21:56:26,2021-05-31T21:59:43,275,Itäkeskus (M),272,Marjaniementie,635,195
2021-05-31T21:56:14,2021-05-31T22:05:09,745,Leppävaaran urheilupuisto,731,Leppävaarankäytävä,1306,530
2021-05-31T21:55:56,2021-05-31T21:58:30,541,"Aalto-yliopisto (M), Korkeakouluaukio",533,Tekniikantie,510,153
2021-05-31T21:55:51,2021-06-01T17:00:07,59,Salmisaarenranta,22,Rautatientori / länsi,3800,68651
2021-05-31T21:55:51,2021-05-31T22:23:57,49,Annankatu,117,Brahen puistikko,5331,1681
2021-05-31T21:55:42,2021-05-31T22:20:22,59,Salmisaarenranta,22,Rautatientori / länsi,4098,1481
2021-05-31T21:55:32,2021-05-31T22:04:57,745,Leppävaaran urheilupuisto,731,Leppävaarankäytävä,1315,563
2021-05-31T21:55:06,2021-05-31T22:17:06,86,Kuusitie,40,Hakaniemi (M),3691,1316
2021-05-31T21:54:47,2021-05-31T22:02:43,239,Viikin tiedepuisto,237,Aulangontie,1149,471
2021-05-31T21:54:45,2021-05-31T21:59:19,30,Itämerentori,64,Tyynenmerenkatu,948,274
2021-05-31T21:54:43,2021-05-31T22:13:19,581,Niittykumpu (M),613,Matinkyläntie,2842,1111
2021-05-31T21:54:40,2021-05-31T22:05:23,33,Kauppakorkeakoulu,3,Kapteeninpuistikko,1935,639
2021-05-31T21:54:38,2021-05-31T22:00:01,255,Laivalahden puistotie,259,Petter Wetterin tie,900,319
2021-05-31T21:54:38,2021-05-31T22:00:13,109,Hertanmäenkatu,108,Radiokatu,457,331
2021-05-31T21:54:37,2021-05-31T22:10:08,515,Oravannahkatori,627,Piispansilta,3865,921
2021-05-31T21:54:36,2021-05-31T22:02:09,239,Viikin tiedepuisto,237,Aulangontie,1119,448
2021-05-31T21:54:16,2021-05-31T22:07:12,150,Töölönlahden puisto,64,Tyynenmerenkatu,2385,770
2021-05-31T21:54:16,2021-05-31T22:05:30,123,Näkinsilta,123,Näkinsilta,1119,656
2021-05-31T21:54:14,2021-05-31T21:57:42,64,Tyynenmerenkatu,30,Itämerentori,986,205
2021-05-31T21:54:14,2021-05-31T22:01:41,581,Niittykumpu (M),623,Nelikkotie,1709,444
2021-05-31T21:53:22,2021-05-31T22:01:46,563,Mankkaanlaaksontie,579,Niittymaa,2182,500
2021-05-31T21:52:45,2021-05-31T21:53:42,109,Hertanmäenkatu,109,Hertanmäenkatu,0,55
2021-05-31T21:52:41,2021-05-31T22:01:35,109,Hertanmäenkatu,108,Radiokatu,461,528
2021-05-31T21:52:32,2021-05-31T22:07:49,150,Töölönlahden puisto,53,Heikkiläntie,3738,912
2021-05-31T21:52:23,2021-05-31T22:20:32,69,Kalevankatu,206,Ruskeasuon varikko,6589,1685
2021-05-31T21:52:14,2021-05-31T21:59:17,268,Porolahden koulu,260,Herttoniemi (M),1597,422
2021-05-31T21:52:08,2021-05-31T22:05:09,37,Töölönkatu,68,Albertinkatu,2254,777
2021-05-31T21:51:45,2021-05-31T21:55:44,364,Ala-Malmin tori,365,Karviaistie,596,234
2021-05-31T21:51:44,2021-05-31T22:00:27,76,Olympiastadion,41,Ympyrätalo,1790,518
2021-05-31T21:51:40,2021-05-31T22:02:59,631,Friisilänaukio,607,Nuottaniementie,2135,675
2021-05-31T21:51:39,2021-05-31T22:16:13,115,Venttiilikuja,2,Laivasillankatu,5713,1470
2021-05-31T21:51:24,2021-05-31T21:59:08,49,Annankatu,1,Kaivopuisto,1453,460
2021-05-31T21:50:56,2021-05-31T21:57:01,126,Kalasatama (M),134,Haukilahdenkatu,1413,359
2021-05-31T21:50:35,2021-05-31T22:03:12,127,Teurastamo,37,Töölönkatu,3318,752
2021-05-31T21:50:25,2021-05-31T21:55:29,364,Ala-Malmin tori,365,Karviaistie,610,299
2021-05-31T21:50:10,2021-05-31T21:55:28,364,Ala-Malmin tori,365,Karviaistie,637,317
2021-05-31T21:49:58,2021-05-31T21:59:46,100,Teljäntie,93,Torpanranta,2174,593
2021-05-31T21:49:35,2021-05-31T21:56:23,60,Kaapelitehdas,53,Heikkiläntie,3358.33,403
2021-05-31T21:49:30,2021-05-31T21:59:53,236,Hernepellontie,240,Viikin normaalikoulu,2668,619
2021-05-31T21:49:28,2021-05-31T22:07:01,745,Leppävaaran urheilupuisto,711,Kirjurinkuja,2064,1050
2021-05-31T21:49:02,2021-05-31T21:56:34,16,Liisanpuistikko,13,Merisotilaantori,1723,447
2021-05-31T21:48:48,2021-05-31T21:55:52,16,Liisanpuistikko,48,Mastokatu,1433,419
2021-05-31T21:48:34,2021-05-31T21:52:05,541,"Aalto-yliopisto (M), Korkeakouluaukio",547,Jämeräntaival,702,210
2021-05-31T21:48:32,2021-05-31T22:10:30,65,Hernesaarenranta,121,Vilhonvuorenkatu,6663,1317
2021-05-31T21:48:15,2021-05-31T21:59:46,84,Paciuksenkatu,117,Brahen puistikko,2770,686
2021-05-31T21:48:01,2021-05-31T21:58:45,241,Agronominkatu,241,Agronominkatu,1778,640
2021-05-31T21:47:48,2021-05-31T22:06:36,757,Painiitty,755,Kutsuntatie,3386,1127
2021-05-31T21:47:37,2021-05-31T21:51:23,30,Itämerentori,28,Lastenlehto,1125,222
2021-05-31T21:47:36,2021-05-31T21:53:23,267,Roihupelto,262,Siilitie (M),1208,346
2021-05-31T21:47:30,2021-05-31T21:55:11,75,Korjaamo,72,Eteläinen Hesperiankatu,1204,456
2021-05-31T21:47:16,2021-05-31T22:01:01,503,Keilalahti,57,Lauttasaaren ostoskeskus,3656,823
2021-05-31T21:46:56,2021-05-31T21:50:05,43,Karhupuisto,118,Fleminginkatu,630,185
2021-05-31T21:46:55,2021-05-31T21:58:33,209,Takomotie,212,Tunnelitie,2782,697
2021-05-31T21:46:34,2021-05-31T21:57:27,161,Eteläesplanadi,61,Länsisatamankatu,2556,649
2021-05-31T21:46:21,2021-05-31T22:01:44,207,Vanha Viertotie,111,Esterinportti,3930,919
2021-05-31T21:46:16,2021-05-31T21:48:59,547,Jämeräntaival,541,"Aalto-yliopisto (M), Korkeakouluaukio",700,162
2021-05-31T21:46:01,2021-05-31T21:46:37,43,Karhupuisto,43,Karhupuisto,0,32
2021-05-31T21:45:34,2021-05-31T21:52:02,39,Ooppera,82,Töölöntulli,1377,386
2021-05-31T21:45:28,2021-05-31T21:50:51,9,Erottajan aukio,33,Kauppakorkeakoulu,1339,322
2021-05-31T21:45:11,2021-06-01T00:23:35,201,Länsisatamankuja,201,Länsisatamankuja,2140,9500
2021-05-31T21:44:23,2021-06-01T02:53:57,1,Kaivopuisto,6,Hietalahdentori,1724,505
2021-05-31T21:44:23,2021-05-31T21:49:58,641,Komeetankatu,639,Itäportti,1039,330
2021-05-31T21:43:50,2021-05-31T21:52:31,25,Narinkka,40,Hakaniemi (M),1907,517
2021-05-31T21:43:41,2021-05-31T21:53:50,204,A.I. Virtasen aukio,117,Brahen puistikko,2150,605
2021-05-31T21:43:17,2021-05-31T21:58:05,17,Varsapuistikko,126,Kalasatama (M),2634,867
2021-05-31T21:42:38,2021-05-31T21:48:55,103,Vihdintie,95,Munkkiniemen aukio,1804,366
2021-05-31T21:42:32,2021-05-31T21:56:26,212,Tunnelitie,209,Takomotie,6925,831
2021-05-31T21:42:15,2021-05-31T21:51:10,208,Valimotie,105,Tilkantori,1919,530
2021-05-31T21:42:12,2021-05-31T22:25:29,83,Meilahden sairaala,241,Agronominkatu,10011,2592
2021-05-31T21:42:11,2021-05-31T22:08:51,38,Töölöntori,1,Kaivopuisto,5855,1595
2021-05-31T21:41:45,2021-05-31T21:53:52,115,Venttiilikuja,150,Töölönlahden puisto,2840,646
2021-05-31T21:41:32,2021-05-31T21:49:54,405,Jollas,250,Reiherintie,994,497
2021-05-31T21:41:32,2021-05-31T21:53:44,259,Petter Wetterin tie,249,Isosaarentie,2556,727
2021-05-31T21:41:10,2021-05-31T21:49:15,87,Kustaankatu,134,Haukilahdenkatu,1723,479
2021-05-31T21:41:05,2021-05-31T21:52:41,3,Kapteeninpuistikko,70,Sammonpuistikko,2564,691
2021-05-31T21:40:59,2021-05-31T22:01:06,86,Kuusitie,532,Betonimies,5771,1211
2021-05-31T21:40:59,2021-05-31T22:00:45,218,Pohjois-Haagan asema,92,Saunalahdentie,5305,1182
2021-05-31T21:40:49,2021-05-31T21:50:25,228,Kustaankartano,142,Koskelantie,2703,572
2021-05-31T21:40:47,2021-05-31T21:48:13,517,Länsituuli,557,Louhentori,1413,440
2021-05-31T21:40:37,2021-05-31T21:43:39,318,Vuosaaren puistopolku,319,Purjetie,537,177
2021-05-31T21:40:31,2021-05-31T21:48:42,203,Opastinsilta,89,Tilkanvierto,2431,491
2021-05-31T21:40:13,2021-05-31T22:05:31,29,Baana,75,Korjaamo,3352,1514
2021-05-31T21:40:06,2021-05-31T21:47:26,551,Tietäjä,549,Maarinranta,1315,439
2021-05-31T21:40:04,2021-05-31T21:42:40,24,Mannerheimintie,24,Mannerheimintie,51,152
2021-05-31T21:39:52,2021-06-01T06:46:39,559,Pohjankulma,521,Kulttuuriaukio,1012,295
2021-05-31T21:39:37,2021-05-31T21:56:03,219,Näyttelijäntie,100,Teljäntie,3765,983
2021-05-31T21:39:29,2021-05-31T21:39:38,29,Baana,29,Baana,0,7
2021-05-31T21:39:18,2021-05-31T22:05:30,29,Baana,75,Korjaamo,3355,1568
2021-05-31T21:39:16,2021-05-31T22:03:34,135,Velodrominrinne,29,Baana,5380,1452
2021-05-31T21:39:11,2021-05-31T22:03:32,135,Velodrominrinne,29,Baana,5386,1456
2021-05-31T21:39:05,2021-05-31T21:47:25,135,Velodrominrinne,120,Mäkelänkatu,1621,494
2021-05-31T21:39:02,2021-05-31T21:58:19,71,Hietaniemenkatu,90,Paciuksenkaari,2979,1152
2021-05-31T21:38:37,2021-05-31T21:42:24,55,Puistokaari,54,Gyldenintie,1002,224
2021-05-31T21:38:33,2021-05-31T21:43:45,312,Meri-Rastilan tori,310,Halkaisijantie,614,306
2021-05-31T21:38:21,2021-05-31T21:50:01,116,Linnanmäki,84,Paciuksenkatu,2362,696
2021-05-31T21:38:21,2021-05-31T21:50:58,69,Kalevankatu,52,Heikkilänaukio,3436,752
2021-05-31T21:38:15,2021-05-31T21:50:33,284,Myllypuro (M),325,Mellunmäki (M),3230,734
2021-05-31T21:37:58,2021-05-31T21:55:19,19,Rautatientori / itä,59,Salmisaarenranta,4523,1041
2021-05-31T21:37:57,2021-05-31T22:03:02,214,Valimon asema,126,Kalasatama (M),8182,1505
2021-05-31T21:37:56,2021-05-31T21:43:17,237,Aulangontie,239,Viikin tiedepuisto,935,317
2021-05-31T21:37:45,2021-05-31T21:43:04,237,Aulangontie,239,Viikin tiedepuisto,955,314
2021-05-31T21:36:56,2021-05-31T21:43:21,625,Suomenlahdentie,613,Matinkyläntie,571,381
2021-05-31T21:36:55,2021-05-31T21:47:40,275,Itäkeskus (M),285,Orpaanporras,1758,640
2021-05-31T21:36:35,2021-05-31T21:49:57,279,Puotinkylän kartano,320,Koukkusaarentie,2938,797
2021-05-31T21:36:31,2021-05-31T22:03:56,310,Halkaisijantie,252,Humalniementie,6426,1643
2021-05-31T21:36:18,2021-05-31T21:55:51,63,Jätkäsaarenlaituri,107,Tenholantie,5471,1206
2021-05-31T21:36:15,2021-05-31T21:46:18,6,Hietalahdentori,64,Tyynenmerenkatu,1192,598
2021-05-31T21:36:11,2021-05-31T21:49:32,77,Nordenskiöldinaukio,161,Eteläesplanadi,3114,796
2021-05-31T21:36:10,2021-05-31T21:45:43,73,Kesäkatu,77,Nordenskiöldinaukio,1342,573
2021-05-31T21:35:58,2021-05-31T21:47:32,26,Kamppi (M),12,Kanavaranta,1893,692
2021-05-31T21:35:54,2021-05-31T21:44:33,44,Sörnäinen (M),79,Uimastadion,2109,514
2021-05-31T21:35:39,2021-05-31T21:47:52,346,Maatullinkuja,358,Syystie,2989,731
2021-05-31T21:35:13,2021-05-31T21:39:21,57,Lauttasaaren ostoskeskus,143,Kuikkarinne,996,244
